snomed_code,description
269464000,"Malignant neoplasm of upper lobe, bronchus or lung"
269467007,Malignant neoplasm of hand bones
269468002,Malignant neoplasm of short bones of leg
269469005,Malignant neoplasm of soft tissue
269473008,Metastatic malignant neoplasm to respiratory and digestive systems
269475001,Malignant tumour of lymphoid haemopoietic and related tissue
269476000,Nodular lymphoma
269496008,Neoplasm of uncertain behaviour of endocrine glands and nervous system
269497004,Neoplasm of uncertain behaviour of breast
269578002,Malignant melanoma of head and neck
269579005,Malignant melanoma of trunk
269580008,Malignant melanoma of upper limb
270492004,First degree atrioventricular block
270510008,Anomalous communication of coronary artery
270512000,Pulmonary arteriovenous aneurysm
270517006,Triple kidney with triple pelvis
270519009,Localised congenital skull defect
270520003,Whole chromosome monosomy - mitotic nondisjunction mosaicism
270521004,Trisomy and partial trisomy of autosome
270881008,Fatty metamorphosis of viscera
270889005,Deletion of long arm of chromosome 18
270890001,Deletion of short arm of chromosome 18
270910001,"Medullary cystic disease, adult type"
271018002,Congenital absence of tendon
271323007,"Malignant neoplasm of lip, oral cavity and pharynx"
271325000,"Carcinoma in situ of lip, oral cavity and pharynx"
271326004,"Neoplasm of uncertain behaviour of lip, oral cavity and pharynx"
271386001,Post-infective hypopituitarism
271387005,Congenital enlarged kidney
271440004,Cirrhosis secondary to cholestasis
271441000,Dextraposition of aorta
271467005,"Malignant neoplasm of bone, connective tissue, skin and breast"
271468000,Malignant neoplasm of genitourinary organ
271482000,Neoplasm of uncertain behaviour of liver and/or biliary passages
271525004,Carcinoma in situ of liver and/or biliary system
271547004,Stokes-Adams attack
271568003,Malignant tumour of lower labial mucosa
271573009,Congenital abnormality of thoracic aorta and pulmonary arteries
271700006,Chorea
271737000,Anaemia
271944004,Clear cell sarcoma
274087000,Malignant melanoma of eye
274088005,Metastatic malignant neoplasm to unknown site
274096000,Pulmonary heart disease
274098004,Rupture of chordae tendineae
274100004,Cerebral haemorrhage
274904007,Carcinoid tumour - argentaffin
274908005,Deletion with complex rearrangement
274945004,AA amyloidosis
275260000,Congenital malformation of the respiratory system
275262008,Congenital malformation of upper alimentary tract
275399006,Malignant tumour of lipstick area of lip
275407001,Double kidney with double pelvis
275466008,Congenital cerebral palsy
275468009,Congenital quadriplegia
275469001,Congenital diplegia
275524009,Immunoproliferative neoplasm
276426004,Ornithine aminotransferase deficiency
276509008,Non-immune hydrops fetalis
276612004,Extremely low birth weight infant
276640009,Intrapartum fetal hypoxia
276647007,Perinatal intracranial haemorrhage
276654001,Congenital malformation
276658003,Extreme immaturity
276799004,Dermatofibrosarcoma protuberans
276871002,Vaginal intraepithelial neoplasia grade 1
276872009,Vaginal intraepithelial neoplasia grade 2
276873004,Vulval intraepithelial neoplasia grade 1
276874005,Vulval intraepithelial neoplasia grade 2
276875006,Vulval intraepithelial neoplasia grade 3
277010001,Unexplained episode of renal transplant dysfunction
277156006,Malignant tumour of external ear
277473004,B-cell chronic lymphocytic leukaemia
277567002,T-cell prolymphocytic leukaemia
277571004,B-cell acute lymphoblastic leukaemia
277577000,Monoclonal gammopathy of uncertain significance
277589003,Myelodysplastic/myeloproliferative neoplasm with neutrophilia
277597005,Myelodysplastic syndrome with isolated del(5q)
277601005,Acute monoblastic leukaemia
277602003,Acute megakaryoblastic leukaemia
277605001,Tumour lysis syndrome
277606000,Lymphoreticular tumour
277613000,Cutaneous/peripheral T-cell lymphoma
277615007,Low grade B-cell lymphoma
277619001,B-cell prolymphocytic leukaemia
277622004,Mucosa-associated lymphoma
277625002,Follicular malignant lymphoma - small cleaved cell
277641001,Follicular malignant lymphoma - large cell
277654008,Enteropathy-associated T-cell lymphoma
277942005,Trichoblastoma
278284007,Right hemiplegia
278285008,Left hemiplegia
278286009,Right hemiparesis
278287000,Left hemiparesis
278309003,Duplex ureter structure
278503003,Congenital hypothyroidism with diffuse goitre
278509004,Congenital non-progressive ataxia
278512001,Ataxic cerebral palsy
278532000,Transverse deficiency lower limb - knee level
278536002,Post-pericardiotomy syndrome
278615005,Denture present
278713008,Spondyloepiphyseal dysplasia congenita
278715001,Chondrodysplasia punctata
278849000,Cerebral atrophy
279082008,Acromesomelic dysplasia syndrome
280959007,Malignant tumour of lacrimal drainage structure
281034005,Secondary amyloidosis
281170005,Arrhythmogenic right ventricular cardiomyopathy
282036005,Congenital arterial aneurysm
285055002,Does use hearing aid
285636001,Cervical intraepithelial neoplasia
287057009,Atrial premature complex
295046003,Ulcerative proctocolitis
298382003,Scoliosis deformity of spine
300444006,Large kidney
301811001,Bacterial infection by site
302108003,Tracheostomy present
302109006,Gastrostomy present
302111002,Ileostomy present
302112009,Colostomy present
302113004,Urostomy present
302213007,Carotid cavernous fistula
302215000,Thrombocytopenic disorder
302815008,Malignant tumour of fraenum of lip
302816009,"Malignant tumour of soft tissue of head, face and neck"
302817000,Malignant tumour of unknown origin or ill-defined site
302822000,Insulinoma
302836005,Lentigo maligna
302840001,Giant cell sarcoma
302842009,Diffuse malignant lymphoma - centroblastic
302843004,Histiocytoma
302849000,Nephroblastoma
302855005,Subacute leukaemia
302858007,Osteoma
302859004,Osteoid osteoma
302870006,Hypertriglyceridaemia
302873008,Thrombocytopenic purpura
302909007,Diffuse cerebrovascular disease
302919001,Epstein-Barr virus hepatitis
302960008,"Mosaicism 45, X; 46, XX"
303097007,Disorder of serine metabolism
303194003,Metastasis to head and neck lymph node
303201005,Metastatic malignant neoplasm to multiple lymph nodes
303852004,Lysinuric protein intolerance
305719002,Neuromyotonia
306058006,Aplastic anaemia
307091009,Factor V Leiden mutation
307115002,Homozygous Factor V Leiden mutation
307116001,Heterozygous Factor V Leiden mutation
307357004,"Jacksonian, focal or motor epilepsy"
307576001,Osteosarcoma of bone
307651005,Primary myelofibrosis
307726001,Anaemia in ovarian carcinoma
307756005,"Cerebral palsy, not congenital or infantile, acute"
307766002,Left sided cerebral infarction
307767006,Right sided cerebral infarction
308121000,Follicular non-Hodgkin's lymphoma
308870004,Dysplasia of colon
309248004,Bladder polyp
309518001,Right ventricular thrombus
309519009,Left ventricular thrombus
309754004,Simple hiatus hernia
309762007,Systemic lupus erythematosus with pericarditis
309775007,Postprocedural respiratory failure
309776008,Costello syndrome
310498001,Malignant melanoma of back
310504009,Primary malignant neoplasm of unknown site
310526005,Malignant tumour of soft tissue of back
310599006,Malignant neoplasm of canthus
310607007,Sarcoidosis of inferior turbinates
310660006,Birth weight 999 g or less
311779007,Malignant neoplasm of skin of scapular region
312214005,Floating-Harbour syndrome
312991009,Senile dementia of the Lewy body type
313248004,Malignant melanoma of chest wall
313249007,Malignant neoplasm of upper eyelid
313250007,Malignant neoplasm of lower eyelid
313426007,Kabuki make-up syndrome
313427003,Lambda light chain myeloma
313428008,Seminoma of undescended testis
313429000,Seminoma of descended testis
314955001,Local recurrence of malignant tumour of breast
314968009,Local recurrence of malignant tumour of urinary bladder
315036008,Melanoma in situ of back of hand
315058005,HNPCC - hereditary nonpolyposis colon cancer
315230006,Melanoma in situ of back
315608004,Cardiomyopathy in Duchenne muscular dystrophy
328383001,Chronic liver disease
359634001,Infantile posthaemorrhagic hydrocephalus
359789008,Takayasu's arteritis
359824007,Incomplete anencephaly
360378009,"Homogentisate 1,2-dioxygenase deficiency"
360416003,Glutaryl-CoA dehydrogenase deficiency
360481003,Common atrioventricular canal
360491009,Congenital atresia of jejunum
361123003,Psychomotor epilepsy
361197009,Sarcoid arthropathy
361200005,Familial febrile urticaria
361268000,Alcohol-induced epilepsy
361273006,Alcoholic cerebellar degeneration
362993009,Autosomal recessive SCID (severe combined immunodeficiency disease)
363039000,Congenital connective tissue disorder
363090004,Disorder of protein metabolism
363203000,Metabolic complication of procedures
363225006,Neonatal respiratory system disorder
363302008,Sequelae of neurological disorders
363346000,Malignant neoplastic disease
363348004,Malignant tumour of lip
363349007,Malignant tumour of stomach
363350007,Malignant tumour of caecum
363351006,Malignant tumour of rectum
363352004,Malignant tumour of anal canal
363353009,Malignant tumour of gallbladder
363354003,Malignant tumour of cervix
363355002,Malignant tumour of adrenal gland
363358000,Malignant tumour of lung
363360003,Malignant tumour of anterior two-thirds of tongue
363363001,Malignant tumour of soft tissue of shoulder
363364007,Malignant tumour of soft tissue of hip
363365008,Malignant tumour of soft tissue of thorax
363366009,Malignant tumour of soft tissue of pelvis
363367000,Malignant tumour of vulva
363370001,Malignant neoplasm of mesentery
363372009,Malignant tumour of vermilion border of upper lip
363373004,Malignant tumour of vermilion border of lower lip
363374005,Malignant tumour of commissure of lip
363375006,Malignant tumour of tongue
363376007,Malignant tumour of base of tongue
363377003,Malignant tumour of lingual tonsil
363378008,Malignant tumour of major salivary gland
363379000,Malignant tumour of parotid gland
363380002,Malignant tumour of submandibular gland
363381003,Malignant tumour of sublingual gland
363382005,Malignant tumour of gum
363383000,Malignant tumour of upper gingiva
363384006,Malignant tumour of lower gingiva
363385007,Malignant tumour of floor of mouth
363386008,Malignant tumour of buccal mucosa
363387004,Malignant tumour of hard palate
363388009,Malignant tumour of soft palate
363389001,Malignant tumour of uvula
363390005,Malignant tumour of palate
363391009,Malignant tumour of retromolar area
363392002,Malignant tumour of oropharynx
363393007,Malignant tumour of tonsil
363394001,Malignant tumour of tonsillar fossa
363395000,Malignant tumour of vallecula
363396004,Malignant tumour of branchial cleft
363397008,Malignant tumour of roof of nasopharynx
363398003,Malignant tumour of lateral wall of nasopharynx
363399006,Malignant tumour of hypopharynx
363400004,Malignant tumour of postcricoid region
363401000,Malignant tumour of pyriform fossa
363402007,Malignant tumour of oesophagus
363403002,Malignant tumour of duodenum
363404008,Malignant tumour of jejunum
363405009,Malignant tumour of ileum
363406005,Malignant tumour of colon
363407001,Malignant tumour of hepatic flexure
363408006,Malignant tumour of transverse colon
363409003,Malignant tumour of descending colon
363410008,Malignant tumour of sigmoid colon
363411007,Malignant neoplasm of appendix
363412000,Malignant tumour of ascending colon
363413005,Malignant tumour of splenic flexure
363414004,Malignant tumour of rectosigmoid junction
363415003,Malignant tumour of biliary tract
363416002,Malignant tumour of extrahepatic bile duct
363417006,Malignant tumour of ampulla of Vater
363418001,Malignant tumour of pancreas
363419009,Malignant tumour of head of pancreas
363420003,Malignant retroperitoneal tumour
363421004,Malignant neoplasm of omentum
363422006,Malignant tumour of nasal cavity
363423001,Malignant tumour of nasal septum
363424007,Malignant tumour of mastoid air cells
363425008,Malignant tumour of maxillary sinus
363426009,Malignant tumour of ethmoid sinus
363427000,Malignant tumour of frontal sinus
363428005,Malignant tumour of sphenoid sinus
363429002,Malignant tumour of larynx
363430007,Malignant tumour of subglottis
363431006,Malignant tumour of laryngeal cartilage
363432004,Malignant tumour of trachea
363433009,Malignant tumour of pleura
363434003,Malignant tumour of thymus
363435002,Malignant tumour of heart
363436001,Malignant tumour of endocardium
363437005,Malignant tumour of myocardium
363438000,Malignant neoplasm of vertebral column
363439008,Malignant tumour of soft tissue of head
363440005,Malignant tumour of soft tissue of face
363441009,Malignant tumour of soft tissue of neck
363443007,Malignant tumour of ovary
363444001,Malignant tumour of fallopian tube
363445000,Malignant tumour of vagina
363446004,Malignant neoplasm of labia majora
363447008,Malignant neoplasm of labia minora
